Unique Key,Created Date,Closed Date,duration,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63744245,1/12/2025 8:51:43,1/14/2025 0:00:00,39:08:17,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10452,1404 JESUP AVENUE,JESUP AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,04 BRONX,2028720058,BRONX,1006173,245756,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84119145,-73.92076794,"(40.84119144667855, -73.92076793939202)"
63739925,1/12/2025 8:42:41,2/6/2025 0:00:00,591:17:19,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11103,36-01 28 AVENUE,28 AVENUE,,,,,ADDRESS,ASTORIA,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-02-06,01 QUEENS,4006520091,QUEENS,1007525,218565,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7665562,-73.91597593,"(40.76655620198849, -73.91597593266633)"
63738574,1/12/2025 6:02:26,1/21/2025 0:00:00,209:57:34,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10310,240 BROADWAY,BROADWAY,,,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2025-01-21,01 STATEN ISLAND,5001960001,STATEN ISLAND,951636,171107,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.63626573,-74.11750852,"(40.636265729991166, -74.11750852358752)"
63736042,1/11/2025 20:09:05,4/8/2025 0:00:00,2067:50:55,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11230,1290 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-08,14 BROOKLYN,3066940001,BROOKLYN,996071,169186,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63104515,-73.95741218,"(40.63104514816096, -73.9574121777685)"
63725762,1/11/2025 19:35:31,1/14/2025 0:00:00,52:24:29,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10451,890 COURTLANDT AVENUE,COURTLANDT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,03 BRONX,2024080001,BRONX,1007719,239822,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82490036,-73.91520129,"(40.82490035934692, -73.9152012948009)"
63725812,1/11/2025 19:32:31,1/28/2025 0:00:00,388:27:29,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11692,146 BEACH   59 STREET,BEACH   59 STREET,,,,,ADDRESS,ARVERNE,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-01-28,14 QUEENS,4159260001,QUEENS,1042926,154458,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.59043349,-73.78873482,"(40.59043349089189, -73.78873482274099)"
63723865,1/11/2025 19:11:27,1/11/2025 19:11:27,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10459,920 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-01-11,02 BRONX,2026900063,BRONX,1011715,238661,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82170222,-73.90076762,"(40.821702224062335, -73.90076762361511)"
63731907,1/11/2025 18:25:50,4/9/2025 0:00:00,2093:34:10,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11230,1924 AVENUE M,AVENUE M,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-09,14 BROOKLYN,3067487502,BROOKLYN,996507,164601,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61845969,-73.95584972,"(40.61845969294318, -73.95584971512459)"
63727057,1/11/2025 18:13:27,1/23/2025 0:00:00,269:46:33,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11693,93-06 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,,,,,ADDRESS,FAR ROCKAWAY,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-01-23,14 QUEENS,4161390011,QUEENS,1035683,152099,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.58400351,-73.81483139,"(40.584003508637124, -73.81483139192456)"
63732674,1/11/2025 17:34:21,1/21/2025 0:00:00,222:25:39,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10461,3033 MIDDLETOWN ROAD,MIDDLETOWN ROAD,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2025-01-21,10 BRONX,2041710024,BRONX,1031558,246922,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84429226,-73.82901579,"(40.84429226250634, -73.8290157864395)"
63734126,1/11/2025 17:25:19,1/21/2025 0:00:00,222:34:41,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10451,700 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2025-01-21,01 BRONX,2024130001,BRONX,1006069,238347,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82085613,-73.9211679,"(40.82085613374692, -73.92116790384672)"
63732642,1/11/2025 15:19:50,1/11/2025 15:19:50,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10451,890 COURTLANDT AVENUE,COURTLANDT AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-01-11,03 BRONX,2024080001,BRONX,1007719,239822,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82490036,-73.91520129,"(40.82490035934692, -73.9152012948009)"
63733367,1/11/2025 14:55:18,1/11/2025 14:55:18,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10468,150 WEST  197 STREET,WEST  197 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-01-11,08 BRONX,2032490206,BRONX,1011478,257128,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8723894,-73.90154893,"(40.87238940119189, -73.90154892595247)"
63730507,1/11/2025 13:36:11,1/14/2025 0:00:00,58:23:49,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10455,607 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,01 BRONX,2026740036,BRONX,1010841,235779,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81379462,-73.90393684,"(40.81379462270318, -73.9039368445667)"
63734841,1/11/2025 13:14:50,1/21/2025 0:00:00,226:45:10,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10013,480 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-01-21,02 MANHATTAN,1004730010,MANHATTAN,984224,202135,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7214906,-74.0000938,"(40.72149059939244, -74.0000937979885)"
63726048,1/11/2025 11:53:42,3/26/2025 0:00:00,1764:06:18,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10001,214 WEST   30 STREET,WEST   30 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-03-26,05 MANHATTAN,1007790052,MANHATTAN,986141,212071,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.74876227,-73.99317521,"(40.74876226721215, -73.99317520741661)"
63728998,1/11/2025 11:23:11,1/14/2025 0:00:00,60:36:49,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,967 KELLY STREET,KELLY STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,02 BRONX,2027037501,BRONX,1013068,238720,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82185985,-73.89587892,"(40.82185985178312, -73.89587892014293)"
63731884,1/11/2025 11:17:10,1/14/2025 0:00:00,60:42:50,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10033,227 HAVEN AVENUE,HAVEN AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,12 MANHATTAN,1021390500,MANHATTAN,1000255,248177,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.84784909,-73.94215044,"(40.84784908921608, -73.94215043694861)"
63731885,1/11/2025 10:29:00,4/4/2025 0:00:00,1981:31:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10031,644 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-04,09 MANHATTAN,1020880114,MANHATTAN,997011,239894,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82511994,-73.95389153,"(40.825119939666216, -73.9538915280206)"
63734753,1/11/2025 10:01:51,5/27/2025 0:00:00,3253:58:09,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10030,2441 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2025-05-27,10 MANHATTAN,1020110001,MANHATTAN,1000746,237961,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81980822,-73.94040086,"(40.81980821726229, -73.94040085681188)"
63730479,1/11/2025 9:30:57,4/7/2025 0:00:00,2054:29:03,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,50 KENMORE PLACE,KENMORE PLACE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2025-04-07,14 BROOKLYN,3050620051,BROOKLYN,995190,177296,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65330649,-73.96057303,"(40.65330648637028, -73.96057302790511)"
63731856,1/11/2025 9:03:28,1/14/2025 0:00:00,62:56:32,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10025,945 WEST END AVENUE,WEST END AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,07 MANHATTAN,1018920013,MANHATTAN,992908,231451,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80195124,-73.96872751,"(40.80195123690466, -73.96872751420923)"
63724094,1/10/2025 21:09:33,3/3/2025 0:00:00,1226:50:27,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11373,46-06 88 STREET,88 STREET,,,,,ADDRESS,ELMHURST,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-03-03,04 QUEENS,4015807502,QUEENS,1018130,209498,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74163533,-73.87773701,"(40.74163533235325, -73.87773701027145)"
63734840,1/10/2025 19:47:38,1/14/2025 0:00:00,76:12:22,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11211,403 HEWES STREET,HEWES STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,01 BROOKLYN,3024250029,BROOKLYN,997790,197490,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.70873083,-73.95116224,"(40.70873082504776, -73.95116224142369)"
63718545,1/10/2025 19:04:49,1/30/2025 0:00:00,460:55:11,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11372,35-44 75 STREET,75 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-01-30,03 QUEENS,4012740020,QUEENS,1014414,212809,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75073664,-73.8911321,"(40.750736644979, -73.89113210066918)"
63722479,1/10/2025 18:55:49,1/21/2025 0:00:00,245:04:11,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10473,535 HAVEMEYER AVENUE,HAVEMEYER AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2025-01-21,09 BRONX,2035370001,BRONX,1027243,237367,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81808864,-73.84467259,"(40.81808863502929, -73.84467259346006)"
63712729,1/10/2025 17:58:24,4/8/2025 0:00:00,2094:01:36,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11218,3841 18 AVENUE,18 AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-08,14 BROOKLYN,3054170020,BROOKLYN,992274,170118,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63360754,-73.97109062,"(40.633607543827594, -73.97109061843709)"
63722715,1/10/2025 17:37:22,1/14/2025 0:00:00,78:22:38,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10473,2001 STORY AVENUE,STORY AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,09 BRONX,2036810001,BRONX,1024327,239772,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82470338,-73.85519329,"(40.82470338212573, -73.85519329050533)"
63720632,1/10/2025 17:16:07,1/21/2025 0:00:00,246:43:53,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10454,362 EAST  137 STREET,EAST  137 STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2025-01-21,01 BRONX,2022980040,BRONX,1005050,234039,UNKNOWN,Unspecified,BRONX,,,,,,,,40.80903434,-73.9248629,"(40.80903434111395, -73.9248629021095)"
63708428,1/10/2025 16:03:07,4/23/2025 0:00:00,2455:56:53,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10035,158 EAST  126 STREET,EAST  126 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2025-04-23,11 MANHATTAN,1017747501,MANHATTAN,1001881,232486,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80477868,-73.93631455,"(40.804778678441465, -73.93631454667114)"
63714679,1/10/2025 15:44:32,1/10/2025 15:44:32,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10452,1404 JESUP AVENUE,JESUP AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-01-10,04 BRONX,2028720058,BRONX,1006173,245756,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84119145,-73.92076794,"(40.84119144667855, -73.92076793939202)"
63720633,1/10/2025 15:35:05,1/31/2025 0:00:00,488:24:55,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10451,214 EAST  163 STREET,EAST  163 STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-31,04 BRONX,2024540026,BRONX,1006516,240907,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82788149,-73.9195444,"(40.82788148852184, -73.91954439753127)"
63720580,1/10/2025 15:04:58,2/27/2025 0:00:00,1136:55:02,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10466,1138 EAST  229 DRIVE SOUTH,EAST  229 DRIVE SOUTH,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2025-02-27,12 BRONX,2049050001,BRONX,1026826,261940,UNKNOWN,Unspecified,BRONX,,,,,,,,40.88553614,-73.8460231,"(40.88553613988228, -73.84602309679917)"
63712730,1/10/2025 14:46:55,1/10/2025 14:46:55,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11233,1603 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-01-10,08 BROOKLYN,3013630068,BROOKLYN,1005492,184429,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67286627,-73.9234229,"(40.6728662660419, -73.9234229034089)"
63720634,1/10/2025 14:46:54,1/14/2025 0:00:00,81:13:06,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10455,600 CONCORD AVENUE,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,01 BRONX,2026420070,BRONX,1009811,235999,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8144015,-73.907657,"(40.814401501168156, -73.90765700162945)"
63722773,1/10/2025 14:09:52,5/23/2025 0:00:00,3177:50:08,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11230,1122 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-05-23,14 BROOKLYN,3064980032,BROOKLYN,993602,168961,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63043052,-73.96630762,"(40.630430521432515, -73.96630761867529)"
63714683,1/10/2025 14:06:51,2/18/2025 0:00:00,921:53:09,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11237,184 NOLL STREET,NOLL STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-02-18,04 BROOKLYN,3031557501,BROOKLYN,1003639,195773,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.70400718,-73.93007029,"(40.704007182813044, -73.93007029127115)"
63718575,1/10/2025 13:39:17,1/14/2025 0:00:00,82:20:43,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10460,2111 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,06 BRONX,2031110015,BRONX,1016295,247644,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84634252,-73.88417697,"(40.846342519180496, -73.88417696544845)"
63710426,1/10/2025 13:27:15,1/27/2025 0:00:00,394:32:45,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11374,99-60 64 AVENUE,64 AVENUE,,,,,ADDRESS,REGO PARK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-01-27,06 QUEENS,4021130034,QUEENS,1024608,205818,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73150747,-73.85438192,"(40.731507466162846, -73.85438192277974)"
63722717,1/10/2025 13:22:42,1/10/2025 13:22:42,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10463,2695 HEATH AVENUE,HEATH AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-01-10,07 BRONX,2032390084,BRONX,1010383,256748,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87134973,-73.90550971,"(40.87134972818362, -73.90550970882359)"
63710464,1/10/2025 12:50:59,1/10/2025 12:50:59,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10458,2976 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-01-10,07 BRONX,2032850019,BRONX,1016408,256008,UNKNOWN,Unspecified,BRONX,,,,,,,,40.86929876,-73.88372841,"(40.86929876186837, -73.88372841365039)"
63716505,1/10/2025 11:33:51,1/14/2025 0:00:00,84:26:09,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11209,310 94 STREET,94 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,10 BROOKLYN,3061140006,BROOKLYN,975098,164344,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61775803,-74.03296558,"(40.6177580327802, -74.03296558311406)"
63712492,1/10/2025 11:24:37,1/10/2025 11:24:37,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,250 EAST  176 STREET,EAST  176 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-01-10,05 BRONX,2028000068,BRONX,1010551,248029,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84741821,-73.90493648,"(40.84741820756596, -73.90493647671298)"
63720581,1/10/2025 11:24:36,1/14/2025 0:00:00,84:35:24,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10024,175 WEST   87 STREET,WEST   87 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-14,07 MANHATTAN,1012180001,MANHATTAN,991559,226361,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.78798179,-73.97360561,"(40.78798178518925, -73.97360560880402)"
63712728,1/10/2025 10:56:57,3/7/2025 0:00:00,1333:03:03,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10009,137 AVENUE A,AVENUE A,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-03-07,03 MANHATTAN,1004360030,MANHATTAN,989000,204142,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.72699805,-73.98286241,"(40.726998052481306, -73.98286241271137)"
63716689,1/10/2025 10:50:56,1/10/2025 10:50:56,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10451,214 EAST  163 STREET,EAST  163 STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-10,04 BRONX,2024540026,BRONX,1006516,240907,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82788149,-73.9195444,"(40.82788148852184, -73.91954439753127)"
63712669,1/10/2025 10:50:56,4/8/2025 0:00:00,2101:09:04,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11368,108-25 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,,,,,ADDRESS,CORONA,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-08,04 QUEENS,4019650015,QUEENS,1025572,208335,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73841155,-73.8508882,"(40.73841154969518, -73.8508882049233)"
63716496,1/10/2025 10:38:53,1/10/2025 10:38:53,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10039,247 WEST  145 STREET,WEST  145 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-10,10 MANHATTAN,1020310007,MANHATTAN,1000726,238846,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82223733,-73.94047094,"(40.822237329107956, -73.94047094277528)"
63722959,1/10/2025 10:06:51,1/10/2025 10:06:51,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11207,21 DESALES PLACE,DESALES PLACE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-10,04 BROOKLYN,3034680050,BROOKLYN,1010368,187390,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6809805,-73.90583353,"(40.680980495216296, -73.90583353276065)"
63714681,1/10/2025 10:00:37,2/18/2025 0:00:00,925:59:23,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11372,34-32 91 STREET,91 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-02-18,03 QUEENS,4014510012,QUEENS,1018455,213946,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75384271,-73.87654156,"(40.7538427108057, -73.87654155926657)"
63712466,1/10/2025 9:36:08,1/17/2025 0:00:00,158:23:52,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10036,714 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-01-17,05 MANHATTAN,1010197501,MANHATTAN,988581,216013,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7595812,-73.98436648,"(40.75958119745315, -73.98436648446643)"
